trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,actions-0,actions-1,actions-2,actions-3,actions-4
314,False,"{'a': 0.5, 'e': 0.20722748400265256}",25,7,-27.890440234520998,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1,14,0,3,1,0
315,False,"{'a': 0.5, 'e': 0.2061913465826393}",20,0,-81.23835438532792,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0,15,1,2,0,2
316,False,"{'a': 0.5, 'e': 0.20516038984972612}",30,18,-12.319952007306016,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1,10,0,1,1,0
317,False,"{'a': 0.5, 'e': 0.20413458790047748}",25,6,30.22431889714297,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,19,0,0,0,0
318,False,"{'a': 0.5, 'e': 0.20311391496097508}",25,18,12.414612604561635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,7,0,0,0,0
319,False,"{'a': 0.5, 'e': 0.20209834538617022}",25,11,-47.37232650523286,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1,11,0,1,1,1
320,False,"{'a': 0.5, 'e': 0.20108785365923937}",20,7,20.83942542508671,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,13,0,0,0,0
321,False,"{'a': 0.5, 'e': 0.20008241439094315}",20,9,15.894787877129051,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1,10,1,0,0,0
322,False,"{'a': 0.5, 'e': 0.19908200231898845}",20,8,23.738906235368564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,12,0,0,0,0
323,False,"{'a': 0.5, 'e': 0.1980865923073935}",25,7,12.186988268233456,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,17,0,1,0,0
324,False,"{'a': 0.5, 'e': 0.19709615934585653}",20,0,6.264170870367419,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0,18,0,2,0,0
